"search-number","evaluation","evals-requested-so-far","cutoff12*","cutoff23*","cutoff34*","tauN*","tauU*","randomLinks*","closeLinks*","sortingprice*","pReverseSorting*","sigma*","randomseed?*","rs*","steps*","recalculateNit?*","homophily?*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","1","350","0.305","0.5950000000000001","0.985","0.5","0.8500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""1994155702""","0.570492","0.570492","0.570492","0","0.570492"
"1","2","350","0.305","0.5950000000000001","0.985","0.5","0.8500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""829354711""","0.569399","0.569399","0.569399","0","0.569399"
"1","3","350","0.305","0.5950000000000001","0.985","0.5","0.8500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1782862738""","0.595082","0.595082","0.595082","0","0.595082"
"1","4","350","0.305","0.5950000000000001","0.985","0.5","0.8500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1696060066""","0.603279","0.603279","0.603279","0","0.603279"
"1","5","350","0.305","0.5950000000000001","0.985","0.5","0.8500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1783359203""","0.610383","0.610383","0.610383","0","0.610383"
"1","6","350","0.305","0.5950000000000001","0.985","0.5","0.8500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-2141491760""","0.586339","0.586339","0.586339","0","0.586339"
"1","7","350","0.305","0.5950000000000001","0.985","0.5","0.8500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""1404279458""","0.597814","0.597814","0.597814","0","0.597814"
"1","8","350","0.14500000000000002","0.125","0.845","0.1","0.6000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-821214030""","0.819672","0.819672","0.819672","0","0.819672"
"1","9","350","0.14500000000000002","0.125","0.845","0.1","0.6000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""2060319752""","0.820219","0.820219","0.820219","0","0.820219"
"1","10","350","0.14500000000000002","0.125","0.845","0.1","0.6000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""2091748565""","0.824044","0.824044","0.824044","0","0.824044"
"1","11","350","0.14500000000000002","0.125","0.845","0.1","0.6000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1094279073""","0.827322","0.827322","0.827322","0","0.827322"
"1","12","350","0.14500000000000002","0.125","0.845","0.1","0.6000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""1467332941""","0.813115","0.813115","0.813115","0","0.813115"
"1","13","350","0.14500000000000002","0.125","0.845","0.1","0.6000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""1462655762""","0.822404","0.822404","0.822404","0","0.822404"
"1","14","350","0.14500000000000002","0.125","0.845","0.1","0.6000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""1348882203""","0.818579","0.818579","0.818579","0","0.818579"
"1","15","350","0.405","0.925","0.625","1","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1944189797""","1.04918","1.04918","1.04918","0","1.04918"
"1","16","350","0.405","0.925","0.625","1","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""-467454146""","1.101639","1.101639","1.101639","0","1.101639"
"1","17","350","0.405","0.925","0.625","1","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""-615708418""","0.954645","0.954645","0.954645","0","0.954645"
"1","18","350","0.405","0.925","0.625","1","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""581006589""","1.042077","1.042077","1.042077","0","1.042077"
"1","19","350","0.405","0.925","0.625","1","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1684387400""","1.006557","1.006557","1.006557","0","1.006557"
"1","20","350","0.405","0.925","0.625","1","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1426107131""","0.953552","0.953552","0.953552","0","0.953552"
"1","21","350","0.405","0.925","0.625","1","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1363770516""","0.953552","0.953552","0.953552","0","0.953552"
"1","22","350","0.215","0.165","0.6950000000000001","0.45","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","""687414714""","1.104372","1.104372","1.104372","0","1.104372"
"1","23","350","0.215","0.165","0.6950000000000001","0.45","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","""2075670665""","1.161749","1.161749","1.161749","0","1.161749"
"1","24","350","0.215","0.165","0.6950000000000001","0.45","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","""1902662126""","1.112568","1.112568","1.112568","0","1.112568"
"1","25","350","0.215","0.165","0.6950000000000001","0.45","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","""1840851995""","1.080874","1.080874","1.080874","0","1.080874"
"1","26","350","0.215","0.165","0.6950000000000001","0.45","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","""2054820743""","1.080874","1.080874","1.080874","0","1.080874"
"1","27","350","0.215","0.165","0.6950000000000001","0.45","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1615869445""","1.069945","1.069945","1.069945","0","1.069945"
"1","28","350","0.215","0.165","0.6950000000000001","0.45","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","""382769268""","1.12623","1.12623","1.12623","0","1.12623"
"1","29","350","0.155","0.435","0.885","0.55","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""-135139387""","0.315301","0.315301","0.315301","0","0.315301"
"1","30","350","0.155","0.435","0.885","0.55","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""1492955558""","0.315301","0.315301","0.315301","0","0.315301"
"1","31","350","0.155","0.435","0.885","0.55","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""197153099""","0.354645","0.354645","0.354645","0","0.354645"
"1","32","350","0.155","0.435","0.885","0.55","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""1277676807""","0.395628","0.395628","0.395628","0","0.395628"
"1","33","350","0.155","0.435","0.885","0.55","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""-783309603""","0.352459","0.352459","0.352459","0","0.352459"
"1","34","350","0.155","0.435","0.885","0.55","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1677242421""","0.274863","0.274863","0.274863","0","0.274863"
"1","35","350","0.155","0.435","0.885","0.55","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""-954618963""","0.338251","0.338251","0.338251","0","0.338251"
"1","36","350","0.495","0.495","0.665","0.6000000000000001","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1076562274""","1.05847","1.05847","1.05847","0","1.05847"
"1","37","350","0.495","0.495","0.665","0.6000000000000001","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""2003752779""","1.073224","1.073224","1.073224","0","1.073224"
"1","38","350","0.495","0.495","0.665","0.6000000000000001","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""1492456794""","0.999454","0.999454","0.999454","0","0.999454"
"1","39","350","0.495","0.495","0.665","0.6000000000000001","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1165948574""","1.091257","1.091257","1.091257","0","1.091257"
"1","40","350","0.495","0.495","0.665","0.6000000000000001","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""-2059729840""","1.122404","1.122404","1.122404","0","1.122404"
"1","41","350","0.495","0.495","0.665","0.6000000000000001","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""1643551868""","0.987432","0.987432","0.987432","0","0.987432"
"1","42","350","0.495","0.495","0.665","0.6000000000000001","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""-178314190""","0.971585","0.971585","0.971585","0","0.971585"
"1","43","350","0.085","0.205","0.825","0.2","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1093090801""","0.762842","0.762842","0.762842","0","0.762842"
"1","44","350","0.085","0.205","0.825","0.2","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""-36932145""","0.771038","0.771038","0.771038","0","0.771038"
"1","45","350","0.085","0.205","0.825","0.2","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""54091751""","0.768306","0.768306","0.768306","0","0.768306"
"1","46","350","0.085","0.205","0.825","0.2","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""1497570146""","0.752459","0.752459","0.752459","0","0.752459"
"1","47","350","0.085","0.205","0.825","0.2","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""218848834""","0.767213","0.767213","0.767213","0","0.767213"
"1","48","350","0.085","0.205","0.825","0.2","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""157454548""","0.773224","0.773224","0.773224","0","0.773224"
"1","49","350","0.085","0.205","0.825","0.2","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""-310216761""","0.768852","0.768852","0.768852","0","0.768852"
"1","50","350","0.215","0.195","0.505","0.30000000000000004","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""211093195""","0.892896","0.892896","0.892896","0","0.892896"
"1","51","350","0.215","0.195","0.505","0.30000000000000004","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1919359421""","1.556284","1.556284","1.556284","0","1.556284"
"1","52","350","0.215","0.195","0.505","0.30000000000000004","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1883783553""","1.509836","1.509836","1.509836","0","1.509836"
"1","53","350","0.215","0.195","0.505","0.30000000000000004","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""565672704""","1.40765","1.40765","1.40765","0","1.40765"
"1","54","350","0.215","0.195","0.505","0.30000000000000004","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""1209298632""","1.46612","1.46612","1.46612","0","1.46612"
"1","55","350","0.215","0.195","0.505","0.30000000000000004","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1313620421""","1.153552","1.153552","1.153552","0","1.153552"
"1","56","350","0.215","0.195","0.505","0.30000000000000004","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1905861430""","1.351913","1.351913","1.351913","0","1.351913"
"1","57","350","0.185","0.245","0.725","0.9","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1757718780""","1.053552","1.053552","1.053552","0","1.053552"
"1","58","350","0.185","0.245","0.725","0.9","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","""615533223""","1.177049","1.177049","1.177049","0","1.177049"
"1","59","350","0.185","0.245","0.725","0.9","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","""-513659703""","1.015847","1.015847","1.015847","0","1.015847"
"1","60","350","0.185","0.245","0.725","0.9","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","""1657448134""","1.091257","1.091257","1.091257","0","1.091257"
"1","61","350","0.185","0.245","0.725","0.9","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","""193944393""","1.1","1.1","1.1","0","1.1"
"1","62","350","0.185","0.245","0.725","0.9","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","""1019035919""","1.068306","1.068306","1.068306","0","1.068306"
"1","63","350","0.185","0.245","0.725","0.9","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","""-341814936""","1.053005","1.053005","1.053005","0","1.053005"
"1","64","350","0.435","0.325","0.895","0","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""-864392836""","0.6","0.6","0.6","0","0.6"
"1","65","350","0.435","0.325","0.895","0","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""-2093445856""","0.599454","0.599454","0.599454","0","0.599454"
"1","66","350","0.435","0.325","0.895","0","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""2006612011""","0.599454","0.599454","0.599454","0","0.599454"
"1","67","350","0.435","0.325","0.895","0","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""-855099405""","0.603825","0.603825","0.603825","0","0.603825"
"1","68","350","0.435","0.325","0.895","0","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""-817087124""","0.603279","0.603279","0.603279","0","0.603279"
"1","69","350","0.435","0.325","0.895","0","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""1286866326""","0.600546","0.600546","0.600546","0","0.600546"
"1","70","350","0.435","0.325","0.895","0","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""-977814227""","0.601093","0.601093","0.601093","0","0.601093"
"1","71","350","0.055","0.7050000000000001","0.885","0.15000000000000002","0.9500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""788222441""","1.727869","1.727869","1.727869","0","1.727869"
"1","72","350","0.055","0.7050000000000001","0.885","0.15000000000000002","0.9500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-160846281""","1.701639","1.701639","1.701639","0","1.701639"
"1","73","350","0.055","0.7050000000000001","0.885","0.15000000000000002","0.9500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""1329719705""","1.710929","1.710929","1.710929","0","1.710929"
"1","74","350","0.055","0.7050000000000001","0.885","0.15000000000000002","0.9500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-624600296""","1.712568","1.712568","1.712568","0","1.712568"
"1","75","350","0.055","0.7050000000000001","0.885","0.15000000000000002","0.9500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1848289110""","1.714208","1.714208","1.714208","0","1.714208"
"1","76","350","0.055","0.7050000000000001","0.885","0.15000000000000002","0.9500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1724682617""","1.715847","1.715847","1.715847","0","1.715847"
"1","77","350","0.055","0.7050000000000001","0.885","0.15000000000000002","0.9500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""552444344""","1.703825","1.703825","1.703825","0","1.703825"
"1","78","350","0.045","0.28500000000000003","0.855","0.7000000000000001","1","0.1","3","1.05","0.1","0","false","100","105","true","false","""1684584438""","0.591803","0.591803","0.591803","0","0.591803"
"1","79","350","0.045","0.28500000000000003","0.855","0.7000000000000001","1","0.1","3","1.05","0.1","0","false","100","105","true","false","""-888793127""","0.528962","0.528962","0.528962","0","0.528962"
"1","80","350","0.045","0.28500000000000003","0.855","0.7000000000000001","1","0.1","3","1.05","0.1","0","false","100","105","true","false","""1247842023""","0.54918","0.54918","0.54918","0","0.54918"
"1","81","350","0.045","0.28500000000000003","0.855","0.7000000000000001","1","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1107179192""","0.570492","0.570492","0.570492","0","0.570492"
"1","82","350","0.045","0.28500000000000003","0.855","0.7000000000000001","1","0.1","3","1.05","0.1","0","false","100","105","true","false","""834220689""","0.565027","0.565027","0.565027","0","0.565027"
"1","83","350","0.045","0.28500000000000003","0.855","0.7000000000000001","1","0.1","3","1.05","0.1","0","false","100","105","true","false","""684876923""","0.513661","0.513661","0.513661","0","0.513661"
"1","84","350","0.045","0.28500000000000003","0.855","0.7000000000000001","1","0.1","3","1.05","0.1","0","false","100","105","true","false","""-227613512""","0.571038","0.571038","0.571038","0","0.571038"
"1","85","350","0.445","0.675","0.775","0.35000000000000003","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-929420597""","0.365574","0.365574","0.365574","0","0.365574"
"1","86","350","0.445","0.675","0.775","0.35000000000000003","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""1202046557""","0.232787","0.232787","0.232787","0","0.232787"
"1","87","350","0.445","0.675","0.775","0.35000000000000003","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""530286086""","0.314754","0.314754","0.314754","0","0.314754"
"1","88","350","0.445","0.675","0.775","0.35000000000000003","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""1588625341""","0.421311","0.421311","0.421311","0","0.421311"
"1","89","350","0.445","0.675","0.775","0.35000000000000003","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-2124666930""","0.204918","0.204918","0.204918","0","0.204918"
"1","90","350","0.445","0.675","0.775","0.35000000000000003","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1182092810""","0.256284","0.256284","0.256284","0","0.256284"
"1","91","350","0.445","0.675","0.775","0.35000000000000003","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""1931325673""","0.260656","0.260656","0.260656","0","0.260656"
"1","92","350","0.265","0.485","0.885","0.75","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""-241151324""","0.305464","0.305464","0.305464","0","0.305464"
"1","93","350","0.265","0.485","0.885","0.75","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""-2131014847""","0.24918","0.24918","0.24918","0","0.24918"
"1","94","350","0.265","0.485","0.885","0.75","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""-114229991""","0.229508","0.229508","0.229508","0","0.229508"
"1","95","350","0.265","0.485","0.885","0.75","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""1546383586""","0.313661","0.313661","0.313661","0","0.313661"
"1","96","350","0.265","0.485","0.885","0.75","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""-699305455""","0.30765","0.30765","0.30765","0","0.30765"
"1","97","350","0.265","0.485","0.885","0.75","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""-2018087761""","0.277049","0.277049","0.277049","0","0.277049"
"1","98","350","0.265","0.485","0.885","0.75","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""1072481199""","0.234426","0.234426","0.234426","0","0.234426"
"1","99","350","0.275","0.5750000000000001","0.925","0.9500000000000001","0.30000000000000004","0.1","3","1.05","0.1","0","false","100","105","true","false","""-191223647""","0.493443","0.493443","0.493443","0","0.493443"
"1","100","350","0.275","0.5750000000000001","0.925","0.9500000000000001","0.30000000000000004","0.1","3","1.05","0.1","0","false","100","105","true","false","""783684730""","0.495628","0.495628","0.495628","0","0.495628"
"1","101","350","0.275","0.5750000000000001","0.925","0.9500000000000001","0.30000000000000004","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1460139766""","0.45082","0.45082","0.45082","0","0.45082"
"1","102","350","0.275","0.5750000000000001","0.925","0.9500000000000001","0.30000000000000004","0.1","3","1.05","0.1","0","false","100","105","true","false","""-2139575780""","0.464481","0.464481","0.464481","0","0.464481"
"1","103","350","0.275","0.5750000000000001","0.925","0.9500000000000001","0.30000000000000004","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1939619297""","0.449727","0.449727","0.449727","0","0.449727"
"1","104","350","0.275","0.5750000000000001","0.925","0.9500000000000001","0.30000000000000004","0.1","3","1.05","0.1","0","false","100","105","true","false","""-2085892174""","0.478689","0.478689","0.478689","0","0.478689"
"1","105","350","0.275","0.5750000000000001","0.925","0.9500000000000001","0.30000000000000004","0.1","3","1.05","0.1","0","false","100","105","true","false","""1419846830""","0.451913","0.451913","0.451913","0","0.451913"
"1","106","350","0.28500000000000003","0.895","0.725","0.75","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1656008269""","0.90929","0.90929","0.90929","0","0.90929"
"1","107","350","0.28500000000000003","0.895","0.725","0.75","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1643060675""","0.901639","0.901639","0.901639","0","0.901639"
"1","108","350","0.28500000000000003","0.895","0.725","0.75","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1994295270""","0.887432","0.887432","0.887432","0","0.887432"
"1","109","350","0.28500000000000003","0.895","0.725","0.75","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""1065777498""","0.934426","0.934426","0.934426","0","0.934426"
"1","110","350","0.28500000000000003","0.895","0.725","0.75","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1346947328""","0.866667","0.866667","0.866667","0","0.866667"
"1","111","350","0.28500000000000003","0.895","0.725","0.75","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1463895480""","0.959563","0.959563","0.959563","0","0.959563"
"1","112","350","0.28500000000000003","0.895","0.725","0.75","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""369706348""","0.943716","0.943716","0.943716","0","0.943716"
"1","113","350","0.435","0.935","0.725","0.4","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""1563652703""","0.418579","0.418579","0.418579","0","0.418579"
"1","114","350","0.435","0.935","0.725","0.4","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""1094561213""","0.374317","0.374317","0.374317","0","0.374317"
"1","115","350","0.435","0.935","0.725","0.4","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""-890337560""","0.331148","0.331148","0.331148","0","0.331148"
"1","116","350","0.435","0.935","0.725","0.4","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1491437828""","0.414754","0.414754","0.414754","0","0.414754"
"1","117","350","0.435","0.935","0.725","0.4","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""433582275""","0.356284","0.356284","0.356284","0","0.356284"
